,,,,,,,,,,,,,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA
,,,,,,,,,,,,,20111,20112,20113,20114,20111,20112,20113,20114,20111,20112,20113,20114,20111,20112,20113,20114,20121,20122,20123,20124,20121,20122,20123,20124,20121,20122,20123,20124,20121,20122,20123,20124,20131,20132,20133,20134,20131,20132,20133,20134,20131,20132,20133,20134,20131,20132,20133,20134
,RecordID,StateCode,LabelerCode,ProductCode,PackageSize,PeriodCovered,FDAListName,UnitsReimbursed,NumberRx,TotalAmountReimbursed,MedicaidAmountReimbursed,Non-MedicaidAmountReimbursed,FFSU,FFSU,FFSU,FFSU,MCOU,MCOU,MCOU,MCOU,FFSU,FFSU,FFSU,FFSU,MCOU,MCOU,MCOU,MCOU,FFSU,FFSU,FFSU,FFSU,MCOU,MCOU,MCOU,MCOU,FFSU,FFSU,FFSU,FFSU,MCOU,MCOU,MCOU,MCOU,FFSU,FFSU,FFSU,FFSU,MCOU,MCOU,MCOU,MCOU,FFSU,FFSU,FFSU,FFSU,MCOU,MCOU,MCOU,MCOU
441739,MCOU,XX,51079,153,20,20124,OLANZAPINE,60,2,128.36,128.36,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
566497,FFSU,XX,51079,153,1,20131,OLANZAPINE,8,2,32.56,32.56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
566498,FFSU,XX,51079,153,20,20131,OLANZAPINE,208,8,103.79,91.78,12.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
566499,FFSU,XX,51079,153,20,20132,OLANZAPINE,385,27,246.72,244.72,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
566500,FFSU,XX,51079,153,20,20133,OLANZAPINE,221,22,165.15,165.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
566501,FFSU,XX,51079,153,20,20134,OLANZAPINE,559,29,261.7,260.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
693468,MCOU,XX,51079,153,20,20131,OLANZAPINE,420,6,455.54,455.54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
693469,MCOU,XX,51079,153,20,20132,OLANZAPINE,240,6,842.13,842.13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
693470,MCOU,XX,51079,153,20,20133,OLANZAPINE,138,6,87.98,87.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
693471,MCOU,XX,51079,153,20,20134,OLANZAPINE,39,9,86.88,86.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
